system_size,U,sparsity,overlap
"$4\times2,\;(3,3)$",8.0,0.026845637583892617,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.030201342281879196,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.030201342281879196,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.030201342281879196,0.9999411848463288
"$4\times2,\;(3,3)$",8.0,0.040268456375838924,0.9999411840851841
"$4\times2,\;(3,3)$",8.0,0.0436241610738255,0.9999411840851841
"$4\times2,\;(3,3)$",8.0,0.05704697986577181,0.9999411840851841
"$4\times2,\;(3,3)$",8.0,0.08053691275167785,0.9999411832580889
"$4\times2,\;(3,3)$",8.0,0.09731543624161074,0.9999411822410474
"$4\times2,\;(3,3)$",8.0,0.13087248322147652,0.9999411827012706
"$4\times2,\;(3,3)$",8.0,0.1342281879194631,0.9999411348149465
"$4\times2,\;(3,3)$",8.0,0.14429530201342283,0.9999336648032803
"$4\times2,\;(3,3)$",8.0,0.1476510067114094,0.9999330604599086
"$4\times2,\;(3,3)$",8.0,0.15100671140939598,0.9999326246260659
"$4\times2,\;(3,3)$",8.0,0.15771812080536912,0.9998752337372663
"$4\times2,\;(3,3)$",8.0,0.16778523489932887,0.9998674513155942
"$4\times2,\;(3,3)$",8.0,0.18456375838926176,0.9997142644555793
"$4\times2,\;(3,3)$",8.0,0.20469798657718122,0.9997000845174177
"$4\times2,\;(3,3)$",8.0,0.2181208053691275,0.9996874994801075
"$4\times2,\;(3,3)$",8.0,0.24161073825503357,0.9988943454833714
"$4\times2,\;(3,3)$",8.0,0.27181208053691275,0.9984426958702992
"$4\times2,\;(3,3)$",8.0,0.3087248322147651,0.99704533230976
"$4\times2,\;(3,3)$",8.0,0.33557046979865773,0.9933276004269371
"$4\times2,\;(3,3)$",8.0,0.3691275167785235,0.99079765816216
"$4\times2,\;(3,3)$",8.0,0.4429530201342282,0.9709943203304634
"$4\times2,\;(3,3)$",8.0,0.5369127516778524,0.9216800379076472
"$4\times2,\;(3,3)$",8.0,0.6241610738255033,0.8962833034410516
"$4\times2,\;(3,3)$",8.0,0.7080536912751678,0.7713266800956915
"$4\times2,\;(3,3)$",8.0,0.7684563758389261,0.7618467104394105
"$4\times2,\;(3,3)$",8.0,0.8221476510067114,0.7355104107857845
"$3\times3,\;(3,3)$",8.0,0.002403846153846154,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.004807692307692308,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.004807692307692308,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.004807692307692308,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.007211538461538462,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.007211538461538462,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.009615384615384616,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.009615384615384616,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.01201923076923077,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.016826923076923076,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.019230769230769232,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.021634615384615384,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.021634615384615384,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.021634615384615384,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.02403846153846154,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.026442307692307692,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.026442307692307692,0.9993060020094106
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.036057692307692304,0.999306001991428
"$3\times3,\;(3,3)$",8.0,0.038461538461538464,0.9993059992232906
"$3\times3,\;(3,3)$",8.0,0.040865384615384616,0.9993059787188354
"$3\times3,\;(3,3)$",8.0,0.04567307692307692,0.9993056841489317
"$3\times3,\;(3,3)$",8.0,0.055288461538461536,0.9993056453429184
"$3\times3,\;(3,3)$",8.0,0.0625,0.99930562480311
"$3\times3,\;(3,3)$",8.0,0.0673076923076923,0.9993052515684558
"$3\times3,\;(3,3)$",8.0,0.07211538461538461,0.999303918604218
"$3\times3,\;(3,3)$",8.0,0.08653846153846154,0.9992994617938898
"$3\times3,\;(3,3)$",8.0,0.0985576923076923,0.9992926559692761
"$3\times3,\;(3,3)$",8.0,0.11298076923076923,0.9992492639110747
"$3\times3,\;(3,3)$",8.0,0.13221153846153846,0.9992237177040351
"$3\times3,\;(3,3)$",8.0,0.13942307692307693,0.9991897986810713
"$3\times3,\;(3,3)$",8.0,0.16826923076923078,0.9990697438408597
"$3\times3,\;(3,3)$",8.0,0.18509615384615385,0.9989340742893305
"$3\times3,\;(3,3)$",8.0,0.21875,0.9985910217961145
"$3\times3,\;(3,3)$",8.0,0.2620192307692308,0.9976114370532819
"$3\times3,\;(3,3)$",8.0,0.3004807692307692,0.9958053477175753
"$3\times3,\;(3,3)$",8.0,0.3269230769230769,0.9940798830146658
"$3\times3,\;(3,3)$",8.0,0.38221153846153844,0.9920304611432647
"$3\times3,\;(3,3)$",8.0,0.42788461538461536,0.9857421500879782
"$3\times3,\;(3,3)$",8.0,0.4735576923076923,0.9768296339042734
"$3\times3,\;(3,3)$",8.0,0.53125,0.9582252260908508
"$3\times3,\;(3,3)$",8.0,0.5985576923076923,0.9260956495520823
"$3\times3,\;(3,3)$",8.0,0.6442307692307693,0.9016259426463624
"$3\times3,\;(3,3)$",8.0,0.6947115384615384,0.8689686426033525
"$3\times3,\;(3,3)$",8.0,0.7259615384615384,0.8575774115651521
"$3\times3,\;(3,3)$",8.0,0.7596153846153846,0.8242809483505185
"$3\times3,\;(3,3)$",8.0,0.8076923076923077,0.787624295059205
"$3\times3,\;(3,3)$",8.0,0.8605769230769231,0.8269375943412237
"$3\times3,\;(4,3)$",8.0,0.0024271844660194173,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.0024271844660194173,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.0024271844660194173,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.0024271844660194173,0.9963504640003329
"$3\times3,\;(4,3)$",8.0,0.0048543689320388345,0.9963504640003329
